Week,C.Light,C.Nutrients,C.Rep,Species,Individual,FrondArea
11,H,L,1,Lm,9,2.0241
11,H,L,1,Lm,10,1.7557
11,H,L,2,Rn,1,6.5607
11,H,L,2,Rn,2,6.6356
11,H,L,2,Rn,3,4.2316
11,H,L,2,Rn,4,6.371
11,H,L,2,Rn,5,7.4615
11,H,L,2,Rn,6,4.8163
11,H,L,2,Rn,7,4.9628
11,H,L,2,Rn,8,8.8369
11,H,L,2,Rn,9,6.3484
11,H,L,2,Rn,10,4.9466
11,H,L,1,Rn,1,4.3498
11,H,L,1,Rn,2,3.7127
11,H,L,1,Rn,3,3.2249
11,H,L,1,Rn,4,5.6791
11,H,L,1,Rn,5,3.4237
11,H,L,1,Rn,6,4.0001
11,H,L,1,Rn,7,5.5721
11,H,L,1,Rn,8,8.5521
11,H,L,1,Rn,9,5.1293
11,H,L,1,Rn,10,4.6643
11,H,L,2,Sp,1,9.0764
11,H,L,2,Sp,2,6.0816
11,H,L,2,Sp,3,4.4274
11,H,L,2,Sp,4,4.6773
11,H,L,2,Sp,5,4.7464
11,H,L,2,Sp,6,6.3479
11,H,L,2,Sp,7,4.7801
11,H,L,2,Sp,8,3.0305
11,H,L,2,Sp,9,6.6562
11,H,L,2,Sp,10,2.0374
11,H,L,1,Sp,1,5.5025
11,H,L,1,Sp,2,14.3503
11,H,L,1,Sp,3,7.9599
11,H,L,1,Sp,4,5.9595
11,H,L,1,Sp,5,6.8389
11,H,L,1,Sp,6,5.2135
11,H,L,1,Sp,7,5.8095
11,H,L,1,Sp,8,6.7686
11,H,L,1,Sp,9,7.2724
11,H,L,1,Sp,10,6.812
11,H,L,2,Wc,1,0.2039
11,H,L,2,Wc,2,0.1782
11,H,L,2,Wc,3,0.2798
11,H,L,2,Wc,4,0.208
11,H,L,2,Wc,5,0.3276
11,H,L,2,Wc,6,0.2649
11,H,L,2,Wc,7,0.2646
11,H,L,2,Wc,8,0.352
11,H,L,2,Wc,9,0.3369
11,H,L,2,Wc,10,0.2239
11,H,L,1,Wc,1,0.3739
11,H,L,1,Wc,2,0.2856
11,H,L,1,Wc,3,0.2621
11,H,L,1,Wc,4,0.2212
11,H,L,1,Wc,5,0.1967
11,H,L,1,Wc,6,0.2016
11,H,L,1,Wc,7,0.2001
11,H,L,1,Wc,8,0.2777
11,H,L,1,Wc,9,0.2315
11,H,L,1,Wc,10,0.2281
11,H,M,1,Lm,1,2.4978
11,H,M,1,Lm,2,3.417
11,H,M,1,Lm,3,4.3076
11,H,M,1,Lm,4,2.8247
11,H,M,1,Lm,5,2.9537
11,H,M,1,Lm,6,2.9148
11,H,M,1,Lm,7,1.5908
11,H,M,1,Lm,8,2.8409
11,H,M,1,Lm,9,1.4589
11,H,M,1,Lm,10,1.8928
11,H,M,2,Lm,1,2.4452
11,H,M,2,Lm,2,1.9344
11,H,M,2,Lm,3,2.9855
11,H,M,2,Lm,4,1.4586
11,H,M,2,Lm,5,3.4833
11,H,M,2,Lm,6,3.2771
11,H,M,2,Lm,7,3.0084
11,H,M,2,Lm,8,2.8124
11,H,M,2,Lm,9,1.7693
11,H,M,2,Lm,10,2.7429
11,H,M,1,Rn,1,6.912
11,H,M,1,Rn,2,10.1153
11,H,M,1,Rn,3,7.2618
11,H,M,1,Rn,4,12.0835
11,H,M,1,Rn,5,5.895
11,H,M,1,Rn,6,8.9505
11,H,M,1,Rn,7,4.7205
11,H,M,1,Rn,8,10.953
11,H,M,1,Rn,9,3.5982
11,H,M,1,Rn,10,6.82
11,H,M,2,Rn,1,5.307
11,H,M,2,Rn,2,7.634
11,H,M,2,Rn,3,5.6303
11,H,M,2,Rn,4,6.0992
11,H,M,2,Rn,5,7.1933
11,H,M,2,Rn,6,4.2753
11,H,M,2,Rn,7,8.8811
11,H,M,2,Rn,8,4.8983
11,H,M,2,Rn,9,6.7734
11,H,M,2,Rn,10,8.3632
11,H,M,1,Sp,1,7.05
11,H,M,1,Sp,2,8.0355
11,H,M,1,Sp,3,6.6497
11,H,M,1,Sp,4,10.6106
11,H,M,1,Sp,5,6.6537
11,H,M,1,Sp,6,8.2841
11,H,M,1,Sp,7,10.8701
11,H,M,1,Sp,8,6.4205
11,H,M,1,Sp,9,10.6175
11,H,M,1,Sp,10,5.8549
11,H,M,2,Sp,1,4.7634
11,H,M,2,Sp,2,4.2461
11,H,M,2,Sp,3,9.9663
11,H,M,2,Sp,4,7.4561
11,H,M,2,Sp,5,4.9003
11,H,M,2,Sp,6,6.3812
11,H,M,2,Sp,7,9.0523
11,H,M,2,Sp,8,5.2291
11,H,M,2,Sp,9,7.1699
11,H,M,2,Sp,10,4.4422
11,H,M,1,Wc,1,0.2401
11,H,M,1,Wc,2,0.2304
11,H,M,1,Wc,3,0.2875
11,H,M,1,Wc,4,0.2649
11,H,M,1,Wc,5,0.2842
11,H,M,1,Wc,6,0.3772
11,H,M,1,Wc,7,0.3048
11,H,M,1,Wc,8,0.3481
11,H,M,1,Wc,9,0.4233
11,H,M,1,Wc,10,0.3798
11,H,M,2,Wc,1,0.3585
11,H,M,2,Wc,2,0.2527
11,H,M,2,Wc,3,0.2727
11,H,M,2,Wc,4,0.3663
11,H,M,2,Wc,5,0.3218
11,H,M,2,Wc,6,0.3848
11,H,M,2,Wc,7,0.2795
11,H,M,2,Wc,8,0.3071
11,H,M,2,Wc,9,0.3623
11,H,M,2,Wc,10,0.2276
11,H,H,1,Lm,1,2.4507
11,H,H,1,Lm,2,2.6869
11,H,H,1,Lm,3,4.0953
11,H,H,1,Lm,4,4.6305
11,H,H,1,Lm,5,3.6133
11,H,H,1,Lm,6,4.1479
11,H,H,1,Lm,7,2.8231
11,H,H,1,Lm,8,3.7721
11,H,H,1,Lm,9,4.0061
11,H,H,1,Lm,10,2.647
11,H,H,2,Lm,1,2.5274
11,H,H,2,Lm,2,4.737
11,H,H,2,Lm,3,2.8933
11,H,H,2,Lm,4,4.1702
11,H,H,2,Lm,5,3.4984
11,H,H,2,Lm,6,4.1422
11,H,H,2,Lm,7,2.566
11,H,H,2,Lm,8,2.6707
11,H,H,2,Lm,9,2.397
11,H,H,2,Lm,10,2.1178
11,H,H,1,Rn,1,7.4617
11,H,H,1,Rn,2,12.7174
11,H,H,1,Rn,3,18.0179
11,H,H,1,Rn,4,13.7005
11,H,H,1,Rn,5,10.8454
11,H,H,1,Rn,6,11.8434
11,H,H,1,Rn,7,8.7288
11,H,H,1,Rn,8,7.7199
11,H,H,1,Rn,9,19.3875
11,H,H,1,Rn,10,11.6205
11,H,H,2,Rn,1,7.4009
11,H,H,2,Rn,2,15.709
11,H,H,2,Rn,3,6.8799
11,H,H,2,Rn,4,11.7732
11,H,H,2,Rn,5,11.3964
11,H,H,2,Rn,6,11.0655
11,H,H,2,Rn,7,9.2427
11,H,H,2,Rn,8,20.1309
11,H,H,2,Rn,9,9.8044
11,H,H,2,Rn,10,14.1979
11,H,H,1,Sp,1,7.9011
11,H,H,1,Sp,2,5.8354
11,H,H,1,Sp,3,6.5098
11,H,H,1,Sp,4,9.4849
11,H,H,1,Sp,5,6.894
11,H,H,1,Sp,6,9.0833
11,H,H,1,Sp,7,9.0438
11,H,H,1,Sp,8,7.9405
11,H,H,1,Sp,9,9.651
11,H,H,1,Sp,10,9.0124
11,H,H,2,Sp,1,4.9692
11,H,H,2,Sp,2,14.9346
11,H,H,2,Sp,3,11.1325
11,H,H,2,Sp,4,6.4199
11,H,H,2,Sp,5,7.8538
11,H,H,2,Sp,6,9.3335
11,H,H,2,Sp,7,9.6943
11,H,H,2,Sp,8,8.1999
11,H,H,2,Sp,9,8.1403
11,H,H,2,Sp,10,8.0521
11,H,H,1,Wc,1,0.3695
11,H,H,1,Wc,2,0.378
11,H,H,1,Wc,3,0.2619
11,H,H,1,Wc,4,0.35634
11,H,H,1,Wc,5,0.3199
11,H,H,1,Wc,6,0.2362
11,H,H,1,Wc,7,0.2427
11,H,H,1,Wc,8,0.3125
11,H,H,1,Wc,9,0.2915
11,H,H,1,Wc,10,0.3237
11,H,H,2,Wc,1,0.2788
11,H,H,2,Wc,2,0.3635
11,H,H,2,Wc,3,0.2077
11,H,H,2,Wc,4,0.2927
11,H,H,2,Wc,5,0.3476
11,H,H,2,Wc,6,0.2884
11,H,H,2,Wc,7,0.3268
11,H,H,2,Wc,8,0.2757
11,H,H,2,Wc,9,0.2475
11,H,H,2,Wc,10,0.219
11,M,L,1,Lm,1,3.8619
11,M,L,1,Lm,2,3.1917
11,M,L,1,Lm,3,3.498
11,M,L,1,Lm,4,2.8103
11,M,L,1,Lm,5,2.3948
11,M,L,1,Lm,6,3.5277
11,M,L,1,Lm,7,4.0359
11,M,L,1,Lm,8,3.1379
11,M,L,1,Lm,9,4.7571
11,M,L,1,Lm,10,4.3825
11,M,L,2,Lm,1,3.7412
11,M,L,2,Lm,2,2.8649
11,M,L,2,Lm,3,4.0284
11,M,L,2,Lm,4,3.9694
11,M,L,2,Lm,5,2.5893
11,M,L,2,Lm,6,3.3779
11,M,L,2,Lm,7,3.2043
11,M,L,2,Lm,8,2.2148
11,M,L,2,Lm,9,3.5786
11,M,L,2,Lm,10,1.8863
11,M,L,1,Rn,1,17.3561
11,M,L,1,Rn,2,17.772
11,M,L,1,Rn,3,23.0647
11,M,L,1,Rn,4,12.1303
11,M,L,1,Rn,5,15.6962
11,M,L,1,Rn,6,18.4181
11,M,L,1,Rn,7,15.2619
11,M,L,1,Rn,8,16.0073
11,M,L,1,Rn,9,23.7474
11,M,L,1,Rn,10,16.1781
11,M,L,2,Rn,1,26.1353
11,M,L,2,Rn,2,32.0288
11,M,L,2,Rn,3,15.6831
11,M,L,2,Rn,4,22.719
11,M,L,2,Rn,5,14.3202
11,M,L,2,Rn,6,18.2181
11,M,L,2,Rn,7,16.8815
11,M,L,2,Rn,8,12.469
11,M,L,2,Rn,9,17.7395
11,M,L,2,Rn,10,11.6783
11,M,L,1,Sp,1,10.7644
11,M,L,1,Sp,2,7.3802
11,M,L,1,Sp,3,10.8511
11,M,L,1,Sp,4,9.152
11,M,L,1,Sp,5,12.2132
11,M,L,1,Sp,6,7.9766
11,M,L,1,Sp,7,6.691
11,M,L,1,Sp,8,10.4743
11,M,L,1,Sp,9,7.5345
11,M,L,1,Sp,10,4.1583
11,M,L,2,Sp,1,11.095
11,M,L,2,Sp,2,11.0268
11,M,L,2,Sp,3,7.7803
11,M,L,2,Sp,4,16.7824
11,M,L,2,Sp,5,6.532
11,M,L,2,Sp,6,6.5136
11,M,L,2,Sp,7,11.9986
11,M,L,2,Sp,8,7.7416
11,M,L,2,Sp,9,7.2799
11,M,L,2,Sp,10,11.0097
11,M,L,1,Wc,1,0.2055
11,M,L,1,Wc,2,0.2666
11,M,L,1,Wc,3,0.2203
11,M,L,1,Wc,4,0.351
11,M,L,1,Wc,5,0.2852
11,M,L,1,Wc,6,0.2491
11,M,L,1,Wc,7,0.3148
11,M,L,1,Wc,8,0.2839
11,M,L,1,Wc,9,0.221
11,M,L,2,Wc,1,0.2465
11,M,L,2,Wc,2,0.3396
11,M,L,2,Wc,3,0.3011
11,M,L,2,Wc,4,0.3371
11,M,L,2,Wc,5,0.299
11,M,L,2,Wc,6,0.318
11,M,L,2,Wc,7,0.2991
11,M,L,2,Wc,8,0.3221
11,M,L,2,Wc,9,0.2815
11,M,L,2,Wc,10,0.3001
11,M,M,1,Lm,1,3.8697
11,M,M,1,Lm,2,3.3109
11,M,M,1,Lm,3,4.0089
11,M,M,1,Lm,4,3.7062
11,M,M,1,Lm,5,3.6527
11,M,M,1,Lm,6,4.9196
11,M,M,1,Lm,7,3.6245
11,M,M,1,Lm,8,4.2491
11,M,M,1,Lm,9,2.0883
11,M,M,1,Lm,10,1.958
11,M,M,2,Lm,1,4.284
11,M,M,2,Lm,2,3.6525
11,M,M,2,Lm,3,4.6635
11,M,M,2,Lm,4,4.099
11,M,M,2,Lm,5,4.0635
11,M,M,2,Lm,6,3.6795
11,M,M,2,Lm,7,3.8549
11,M,M,2,Lm,8,4.4906
11,M,M,2,Lm,9,3.9198
11,M,M,2,Lm,10,3.3383
11,M,M,1,Rn,1,12.8469
11,M,M,1,Rn,2,16.4185
11,M,M,1,Rn,3,23.2089
11,M,M,1,Rn,4,22.9418
11,M,M,1,Rn,5,21.9972
11,M,M,1,Rn,6,20.5092
11,M,M,1,Rn,7,8.3861
11,M,M,1,Rn,8,9.7577
11,M,M,1,Rn,9,11.3477
11,M,M,1,Rn,10,16.3371
11,M,M,2,Rn,1,20.4833
11,M,M,2,Rn,2,22.3163
11,M,M,2,Rn,3,14.6651
11,M,M,2,Rn,4,16.5034
11,M,M,2,Rn,5,19.9117
11,M,M,2,Rn,6,17.4178
11,M,M,2,Rn,7,12.934
11,M,M,2,Rn,8,17.3977
11,M,M,2,Rn,9,22.8682
11,M,M,2,Rn,10,19.3251
11,M,M,1,Sp,1,8.2174
11,M,M,1,Sp,2,12.1987
11,M,M,1,Sp,3,8.3625
11,M,M,1,Sp,4,9.5523
11,M,M,1,Sp,5,11.5154
11,M,M,1,Sp,6,16.0707
11,M,M,1,Sp,7,9.3162
11,M,M,1,Sp,8,9.7158
11,M,M,1,Sp,9,7.9621
11,M,M,1,Sp,10,7.6556
11,M,M,2,Sp,1,7.0303
11,M,M,2,Sp,2,8.4343
11,M,M,2,Sp,3,9.4706
11,M,M,2,Sp,4,13.8557
11,M,M,2,Sp,5,8.1732
11,M,M,2,Sp,6,5.9576
11,M,M,2,Sp,7,9.0975
11,M,M,2,Sp,8,7.2458
11,M,M,2,Sp,9,9.6746
11,M,M,2,Sp,10,8.3591
11,M,M,1,Wc,1,0.1923
11,M,M,1,Wc,2,0.1893
11,M,M,1,Wc,3,0.3251
11,M,M,1,Wc,4,0.13988
11,M,M,1,Wc,5,0.2993
11,M,M,1,Wc,6,0.3671
11,M,M,1,Wc,7,0.4011
11,M,M,1,Wc,8,0.3122
11,M,M,1,Wc,9,0.3001
11,M,M,1,Wc,10,0.4099
11,M,M,2,Wc,1,0.2687
11,M,M,2,Wc,2,0.3852
11,M,M,2,Wc,3,0.2664
11,M,M,2,Wc,4,0.2958
11,M,M,2,Wc,5,0.2161
11,M,M,2,Wc,6,0.2762
11,M,M,2,Wc,7,0.3075
11,M,M,2,Wc,8,0.2525
11,M,M,2,Wc,9,0.3376
11,M,M,2,Wc,10,0.2994
11,M,H,2,Lm,1,3.0279
11,M,H,2,Lm,2,4.0364
11,M,H,2,Lm,3,3.5165
11,M,H,2,Lm,4,4.9286
11,M,H,2,Lm,5,3.3205
11,M,H,2,Lm,6,3.9903
11,M,H,2,Lm,7,4.5121
11,M,H,2,Lm,8,4.0802
11,M,H,2,Lm,9,3.7188
11,M,H,2,Lm,10,2.082
11,M,H,1,Lm,1,3.6116
11,M,H,1,Lm,2,3.7397
11,M,H,1,Lm,3,3.7128
11,M,H,1,Lm,4,3.4671
11,M,H,1,Lm,5,3.7881
11,M,H,1,Lm,6,5.0596
11,M,H,1,Lm,7,3.488
11,M,H,1,Lm,8,4.3969
11,M,H,1,Lm,9,2.7023
11,M,H,1,Lm,10,4.2022
11,M,H,2,Rn,1,27.0923
11,M,H,2,Rn,2,27.4033
11,M,H,2,Rn,3,11.8877
11,M,H,2,Rn,4,15.1423
11,M,H,2,Rn,5,21.3707
11,M,H,2,Rn,6,19.3914
11,M,H,2,Rn,7,24.4427
11,M,H,2,Rn,8,21.2278
11,M,H,2,Rn,9,21.5901
11,M,H,2,Rn,10,17.8447
11,M,H,1,Rn,1,24.7903
11,M,H,1,Rn,2,27.6339
11,M,H,1,Rn,3,12.8178
11,M,H,1,Rn,4,19.8472
11,M,H,1,Rn,5,34.2279
11,M,H,1,Rn,6,10.465
11,M,H,1,Rn,7,23.0627
11,M,H,1,Rn,8,21.5494
11,M,H,1,Rn,9,21.9436
11,M,H,1,Rn,10,17.4655
11,M,H,2,Sp,1,16.7672
11,M,H,2,Sp,2,12.028
11,M,H,2,Sp,3,10.4633
11,M,H,2,Sp,4,7.0252
11,M,H,2,Sp,5,8.5722
11,M,H,2,Sp,6,7.0373
11,M,H,2,Sp,7,19.2271
11,M,H,2,Sp,8,9.7019
11,M,H,2,Sp,9,8.3107
11,M,H,2,Sp,10,8.8651
11,M,H,1,Sp,1,9.0339
11,M,H,1,Sp,2,11.5306
11,M,H,1,Sp,3,8.9325
11,M,H,1,Sp,4,6.2141
11,M,H,1,Sp,5,12.9345
11,M,H,1,Sp,6,10.5307
11,M,H,1,Sp,7,12.544
11,M,H,1,Sp,8,9.7188
11,M,H,1,Sp,9,7.1993
11,M,H,1,Sp,10,9.2559
11,M,H,2,Wc,1,0.3428
11,M,H,2,Wc,2,0.4823
11,M,H,2,Wc,3,0.3754
11,M,H,2,Wc,4,0.5247
11,M,H,2,Wc,5,0.286
11,M,H,2,Wc,6,0.2182
11,M,H,2,Wc,7,0.2335
11,M,H,2,Wc,8,0.5339
11,M,H,2,Wc,9,0.3314
11,M,H,2,Wc,10,0.3701
11,M,H,1,Wc,1,0.48
11,M,H,1,Wc,2,0.528
11,M,H,1,Wc,3,0.4074
11,M,H,1,Wc,4,0.4174
11,M,H,1,Wc,5,0.2585
11,M,H,1,Wc,6,0.5398
11,M,H,1,Wc,7,0.4559
11,M,H,1,Wc,8,0.4713
11,M,H,1,Wc,9,0.5077
11,M,H,1,Wc,10,0.6404
11,L,L,2,Lm,1,3.5738
11,L,L,2,Lm,2,3.3738
11,L,L,2,Lm,3,3.2384
11,L,L,2,Lm,4,2.6239
11,L,L,2,Lm,5,3.4655
11,L,L,2,Lm,6,3.7367
11,L,L,2,Lm,7,3.4286
11,L,L,2,Lm,8,3.963
11,L,L,2,Lm,9,3.539
11,L,L,2,Lm,10,3.5044
11,L,L,1,Lm,1,3.5676
11,L,L,1,Lm,2,2.1505
11,L,L,1,Lm,3,4.0012
11,L,L,1,Lm,4,3.1352
11,L,L,1,Lm,5,3.3826
11,L,L,1,Lm,6,3.5489
11,L,L,1,Lm,7,3.17
11,L,L,1,Lm,8,2.928
11,L,L,1,Lm,9,3.1396
11,L,L,1,Lm,10,2.8174
11,L,L,2,Rn,1,17.6143
11,L,L,2,Rn,2,32.333
11,L,L,2,Rn,3,34.9898
11,L,L,2,Rn,4,38.0966
11,L,L,2,Rn,5,31.7127
11,L,L,2,Rn,6,24.7339
11,L,L,2,Rn,7,14.9227
11,L,L,2,Rn,8,21.0721
11,L,L,2,Rn,9,25.2509
11,L,L,2,Rn,10,16.8116
11,L,L,1,Rn,1,20.9451
11,L,L,1,Rn,2,29.7945
11,L,L,1,Rn,3,46.3829
11,L,L,1,Rn,4,23.4439
11,L,L,1,Rn,5,18.1873
11,L,L,1,Rn,6,20.0313
11,L,L,1,Rn,7,22.3545
11,L,L,1,Rn,8,25.8952
11,L,L,1,Rn,9,15.8181
11,L,L,1,Rn,10,34.6389
11,L,L,2,Sp,1,15.6189
11,L,L,2,Sp,2,10.6234
11,L,L,2,Sp,3,18.9176
11,L,L,2,Sp,4,11.0515
11,L,L,2,Sp,5,13.0058
11,L,L,2,Sp,6,15.5667
11,L,L,2,Sp,7,16.229
11,L,L,2,Sp,8,8.3011
11,L,L,2,Sp,9,3.167
11,L,L,2,Sp,10,11.3348
11,L,L,1,Sp,1,11.5979
11,L,L,1,Sp,2,11.9579
11,L,L,1,Sp,3,17.7714
11,L,L,1,Sp,4,14.4918
11,L,L,1,Sp,5,7.5809
11,L,L,1,Sp,6,15.8226
11,L,L,1,Sp,7,16.5909
11,L,L,1,Sp,8,13.165
11,L,L,1,Sp,9,8.9303
11,L,L,1,Sp,10,15.7493
11,L,L,2,Wc,1,0.2506
11,L,L,2,Wc,2,0.3858
11,L,L,2,Wc,3,0.1781
11,L,L,2,Wc,4,0.3434
11,L,L,2,Wc,5,0.3351
11,L,L,2,Wc,6,0.2222
11,L,L,2,Wc,7,0.3927
11,L,L,2,Wc,8,0.2582
11,L,L,2,Wc,9,0.3901
11,L,L,2,Wc,10,0.2547
11,L,L,1,Wc,1,0.3369
11,L,L,1,Wc,2,0.345
11,L,L,1,Wc,3,0.378
11,L,L,1,Wc,4,0.3498
11,L,L,1,Wc,5,0.2894
11,L,L,1,Wc,6,0.3355
11,L,L,1,Wc,7,0.3454
11,L,L,1,Wc,8,0.3763
11,L,L,1,Wc,9,0.3306
11,L,L,1,Wc,10,0.2451
11,L,M,2,Lm,1,4.1373
11,L,M,2,Lm,2,3.604
11,L,M,2,Lm,3,2.6177
11,L,M,2,Lm,4,3.8967
11,L,M,2,Lm,5,4.859
11,L,M,2,Lm,6,2.5765
11,L,M,2,Lm,7,3.4386
11,L,M,2,Lm,8,4.4324
11,L,M,2,Lm,9,4.6355
11,L,M,2,Lm,10,4.7852
11,L,M,1,Lm,1,3.8384
11,L,M,1,Lm,2,4.2777
11,L,M,1,Lm,3,4.1451
11,L,M,1,Lm,4,4.4064
11,L,M,1,Lm,5,3.9519
11,L,M,1,Lm,6,4.1824
11,L,M,1,Lm,7,4.1424
11,L,M,1,Lm,8,3.0629
11,L,M,1,Lm,9,3.6359
11,L,M,1,Lm,10,4.318
11,L,M,2,Rn,1,23.1367
11,L,M,2,Rn,2,18.5606
11,L,M,2,Rn,3,24.0004
11,L,M,2,Rn,4,22.5214
11,L,M,2,Rn,5,35.6847
11,L,M,2,Rn,6,21.3261
11,L,M,2,Rn,7,35.4312
11,L,M,2,Rn,8,39.4473
11,L,M,2,Rn,9,19.6682
11,L,M,2,Rn,10,33.2828
11,L,M,1,Rn,1,19.7636
11,L,M,1,Rn,2,24.3087
11,L,M,1,Rn,3,21.8133
11,L,M,1,Rn,4,33.9923
11,L,M,1,Rn,5,16.1541
11,L,M,1,Rn,6,26.023
11,L,M,1,Rn,7,28.1806
11,L,M,1,Rn,8,29.3554
11,L,M,1,Rn,9,31.9724
11,L,M,1,Rn,10,43.7886
11,L,M,2,Sp,1,18.2966
11,L,M,2,Sp,2,15.449
11,L,M,2,Sp,3,14.1794
11,L,M,2,Sp,4,11.3756
11,L,M,2,Sp,5,20.5247
11,L,M,2,Sp,6,15.1218
11,L,M,2,Sp,7,14.3033
11,L,M,2,Sp,8,14.9259
11,L,M,2,Sp,9,8.294
11,L,M,2,Sp,10,18.3121
11,L,M,1,Sp,1,16.4764
11,L,M,1,Sp,2,14.7068
11,L,M,1,Sp,3,16.0004
11,L,M,1,Sp,4,8.9824
11,L,M,1,Sp,5,12.5854
11,L,M,1,Sp,6,17.0607
11,L,M,1,Sp,7,13.0155
11,L,M,1,Sp,8,9.5668
11,L,M,1,Sp,9,15.5827
11,L,M,1,Sp,10,13.052
11,L,M,2,Wc,1,0.5009
11,L,M,2,Wc,2,0.6935
11,L,M,2,Wc,3,0.3707
11,L,M,2,Wc,4,0.5171
11,L,M,2,Wc,5,0.4827
11,L,M,2,Wc,6,0.1661
11,L,M,2,Wc,7,0.242
11,L,M,2,Wc,8,0.276
11,L,M,2,Wc,9,0.3651
11,L,M,2,Wc,10,0.4212
11,L,M,1,Wc,1,0.842
11,L,M,1,Wc,2,0.2166
11,L,M,1,Wc,3,0.2276
11,L,M,1,Wc,4,0.3539
11,L,M,1,Wc,5,0.1436
11,L,M,1,Wc,6,0.2355
11,L,M,1,Wc,7,0.1859
11,L,M,1,Wc,8,0.2163
11,L,M,1,Wc,9,0.2578
11,L,M,1,Wc,10,0.3983
11,L,H,1,Lm,1,4.6172
11,L,H,1,Lm,2,4.6394
11,L,H,1,Lm,3,3.0982
11,L,H,1,Lm,4,5.2113
11,L,H,1,Lm,5,4.189
11,L,H,1,Lm,6,4.3684
11,L,H,1,Lm,7,5.0103
11,L,H,1,Lm,8,4.4549
11,L,H,1,Lm,9,3.8662
11,L,H,1,Lm,10,3.8974
11,L,H,2,Lm,1,4.4191
11,L,H,2,Lm,2,6.1084
11,L,H,2,Lm,3,4.991
11,L,H,2,Lm,4,4.8517
11,L,H,2,Lm,5,3.0671
11,L,H,2,Lm,6,3.7548
11,L,H,2,Lm,7,4.6187
11,L,H,2,Lm,8,3.0621
11,L,H,2,Lm,9,4.1986
11,L,H,2,Lm,10,5.2344
11,L,H,1,Rn,1,28.7079
11,L,H,1,Rn,2,25.2951
11,L,H,1,Rn,3,26.3985
11,L,H,1,Rn,4,30.5301
11,L,H,1,Rn,5,33.6126
11,L,H,1,Rn,6,29.2231
11,L,H,1,Rn,7,41.339
11,L,H,1,Rn,8,33.062
11,L,H,1,Rn,9,31.4784
11,L,H,1,Rn,10,26.9319
11,L,H,2,Rn,1,28.9536
11,L,H,2,Rn,2,40.6931
11,L,H,2,Rn,3,35.9934
11,L,H,2,Rn,4,29.9273
11,L,H,2,Rn,5,23.9889
11,L,H,2,Rn,6,35.6921
11,L,H,2,Rn,7,38.0431
11,L,H,2,Rn,8,36.4333
11,L,H,2,Rn,9,29.2859
11,L,H,2,Rn,10,28.3902
11,L,H,1,Sp,1,15.4305
11,L,H,1,Sp,2,25.6161
11,L,H,1,Sp,3,10.6229
11,L,H,1,Sp,4,15.8513
11,L,H,1,Sp,5,12.153
11,L,H,1,Sp,6,13.4133
11,L,H,1,Sp,7,27.2241
11,L,H,1,Sp,8,16.6522
11,L,H,1,Sp,9,13.5879
11,L,H,1,Sp,10,16.2019
11,L,H,2,Sp,1,16.458
11,L,H,2,Sp,2,14.2821
11,L,H,2,Sp,3,17.6372
11,L,H,2,Sp,4,11.4711
11,L,H,2,Sp,5,15.4868
11,L,H,2,Sp,6,25.5805
11,L,H,2,Sp,7,15.1273
11,L,H,2,Sp,8,14.5875
11,L,H,2,Sp,9,16.9258
11,L,H,2,Sp,10,17.368
11,L,H,1,Wc,1,0.4523
11,L,H,1,Wc,2,0.295
11,L,H,1,Wc,3,0.3976
11,L,H,1,Wc,4,0.427
11,L,H,1,Wc,5,0.2986
11,L,H,1,Wc,6,0.4284
11,L,H,1,Wc,7,0.5766
11,L,H,1,Wc,8,0.4615
11,L,H,1,Wc,9,0.3588
11,L,H,1,Wc,10,0.2354
11,L,H,2,Wc,1,0.5369
11,L,H,2,Wc,2,0.469
11,L,H,2,Wc,3,0.4003
11,L,H,2,Wc,4,0.5371
11,L,H,2,Wc,5,0.546
11,L,H,2,Wc,6,0.4187
11,L,H,2,Wc,7,0.2965
11,L,H,2,Wc,8,0.396
11,L,H,2,Wc,9,0.4266
11,L,H,2,Wc,10,0.6164
