C.Type,E.Type,C.Env,E.Env,C.Rep,E.Rep,Species,Individual,FrondArea
Ancestral,Original,5,5,1,B,Lm,5,2.9825
Ancestral,Original,5,5,1,B,Lm,5,2.9825
Ancestral,Original,5,5,1,B,Lm,5,2.9825
Ancestral,Original,5,5,1,B,Lm,5,2.9825
Derived,Original,1,5,2,B,Lm,1,2.9897
Derived,Original,9,5,1,A,Lm,6,2.9898
Derived,Original,1,5,1,B,Lm,2,2.9908
Ancestral,Original,5,5,1,B,Lm,10,2.9911
Ancestral,Original,5,5,1,B,Lm,10,2.9911
Ancestral,Original,5,5,1,B,Lm,10,2.9911
Ancestral,Original,5,5,1,B,Lm,10,2.9911
Ancestral,Original,5,5,1,B,Lm,10,2.9911
Ancestral,Original,5,5,1,B,Lm,10,2.9911
Ancestral,Original,5,5,1,B,Lm,10,2.9911
Ancestral,Original,5,5,1,B,Lm,10,2.9911
Derived,Original,2,5,2,B,Lm,5,2.993
Derived,Original,6,5,1,B,Lm,4,2.9937
Derived,Original,8,5,1,B,Lm,3,2.994
Derived,Original,6,5,1,A,Lm,2,2.9964
Derived,Original,4,5,1,A,Sp,6,2.9974
Ancestral,Modified,5,2,1,B,Lm,6,3.0021
Ancestral,Modified,5,9,2,B,Lm,3,3.0052
Derived,Original,9,5,2,B,Lm,10,3.0066
Derived,Modified,3,3,1,A,Lm,8,3.0088
Derived,Original,4,5,1,B,Lm,6,3.0094
Derived,Original,4,5,1,A,Lm,3,3.01
Ancestral,Modified,5,7,1,B,Lm,4,3.0101
Ancestral,Original,5,5,1,A,Lm,5,3.0114
Ancestral,Original,5,5,1,A,Lm,5,3.0114
Ancestral,Original,5,5,1,A,Lm,5,3.0114
Ancestral,Original,5,5,1,A,Lm,5,3.0114
Ancestral,Original,5,5,1,A,Lm,5,3.0114
Ancestral,Original,5,5,1,A,Lm,5,3.0114
Ancestral,Original,5,5,1,A,Lm,5,3.0114
Ancestral,Original,5,5,1,A,Lm,5,3.0114
Ancestral,Modified,5,3,1,A,Sp,7,3.0116
Ancestral,Modified,5,2,2,A,Lm,9,3.0143
Derived,Modified,7,7,1,B,Lm,1,3.02
Derived,Original,9,5,2,B,Lm,7,3.0212
Ancestral,Modified,5,3,1,B,Lm,6,3.023
Ancestral,Modified,5,9,1,B,Lm,1,3.0247
Ancestral,Modified,5,2,2,B,Lm,7,3.029
Derived,Modified,1,1,1,B,Lm,8,3.032
Derived,Original,6,5,2,A,Lm,8,3.0337
Derived,Original,2,5,1,B,Lm,4,3.0347
Derived,Modified,1,1,1,B,Lm,9,3.035
Ancestral,Modified,5,9,1,A,Lm,2,3.0384
Derived,Original,4,5,2,B,Lm,2,3.0413
Ancestral,Modified,5,8,2,A,Lm,2,3.0427
Derived,Original,4,5,1,A,Lm,6,3.0449
Derived,Original,2,5,1,A,Lm,10,3.0477
Derived,Original,4,5,2,B,Lm,4,3.0487
Derived,Modified,3,3,1,B,Lm,4,3.0491
Ancestral,Modified,5,2,1,A,Lm,3,3.0518
Derived,Modified,2,2,1,B,Lm,6,3.0585
Derived,Modified,3,3,2,B,Lm,2,3.0596
Derived,Modified,2,2,1,B,Lm,5,3.06
Derived,Modified,4,4,2,B,Lm,9,3.0641
Derived,Original,1,5,2,B,Lm,2,3.0647
Derived,Modified,2,2,1,A,Lm,1,3.0671
Derived,Modified,6,6,1,A,Sp,3,3.0702
Ancestral,Original,5,5,2,A,Lm,1,3.0714
Ancestral,Original,5,5,2,A,Lm,1,3.0714
Ancestral,Original,5,5,2,A,Lm,1,3.0714
Ancestral,Original,5,5,2,A,Lm,1,3.0714
Ancestral,Original,5,5,2,A,Lm,1,3.0714
Ancestral,Original,5,5,2,A,Lm,1,3.0714
Ancestral,Original,5,5,2,A,Lm,1,3.0714
Ancestral,Original,5,5,2,A,Lm,1,3.0714
Ancestral,Modified,5,8,1,B,Lm,4,3.0718
Derived,Original,2,5,2,B,Lm,6,3.0734
Ancestral,Modified,5,3,2,B,Lm,4,3.0742
Ancestral,Modified,5,8,1,A,Lm,4,3.0743
Ancestral,Modified,5,1,2,A,Lm,2,3.0752
Ancestral,Modified,5,4,1,B,Lm,6,3.0778
Derived,Original,9,5,2,A,Lm,4,3.079
Derived,Modified,3,3,1,A,Lm,9,3.0793
Ancestral,Modified,5,7,1,B,Lm,1,3.0799
Derived,Original,7,5,1,A,Lm,7,3.0815
Derived,Original,4,5,2,B,Lm,10,3.0826
Ancestral,Modified,5,4,2,B,Lm,7,3.0881
Ancestral,Modified,5,9,1,A,Lm,10,3.0931
Derived,Modified,2,2,1,B,Lm,9,3.0948
Ancestral,Modified,5,6,2,B,Lm,8,3.1028
Derived,Modified,6,6,1,A,Lm,3,3.1036
Ancestral,Modified,5,9,1,A,Lm,8,3.1079
Derived,Original,8,5,2,A,Lm,7,3.1099
Ancestral,Modified,5,3,1,A,Sp,2,3.1104
Derived,Original,2,5,2,B,Lm,9,3.1134
Derived,Modified,1,1,1,A,Lm,6,3.1151
Derived,Original,4,5,1,A,Lm,2,3.1203
Ancestral,Modified,5,8,1,B,Lm,6,3.1209
Derived,Original,3,5,1,B,Rn,1,3.1211
Derived,Modified,6,6,1,A,Lm,8,3.1233
Derived,Original,1,5,1,A,Lm,6,3.1251
Ancestral,Modified,5,7,1,B,Lm,2,3.1258
Derived,Modified,2,2,2,B,Lm,2,3.1285
Derived,Original,8,5,1,B,Lm,6,3.13
Derived,Original,3,5,1,B,Rn,10,3.1327
Derived,Modified,9,9,1,A,Lm,9,3.133
Ancestral,Modified,5,3,1,A,Lm,5,3.1389
Ancestral,Modified,5,3,2,A,Lm,6,3.145
Ancestral,Modified,5,8,1,A,Lm,10,3.1452
Ancestral,Modified,5,3,2,B,Lm,5,3.1459
Derived,Original,9,5,1,A,Lm,10,3.1487
Derived,Original,4,5,2,A,Lm,9,3.1496
Ancestral,Modified,5,3,1,B,Lm,7,3.1512
Derived,Modified,4,4,1,A,Lm,7,3.1528
Derived,Modified,2,2,2,B,Lm,7,3.1535
Derived,Original,4,5,1,A,Lm,7,3.1544
Derived,Modified,1,1,1,A,Sp,5,3.1617
Derived,Modified,6,6,2,B,Lm,8,3.1618
Ancestral,Modified,5,7,2,B,Lm,3,3.1625
Ancestral,Original,5,5,2,A,Lm,10,3.1645
Ancestral,Original,5,5,2,A,Lm,10,3.1645
Ancestral,Original,5,5,2,A,Lm,10,3.1645
Ancestral,Original,5,5,2,A,Lm,10,3.1645
Ancestral,Original,5,5,2,A,Lm,10,3.1645
Ancestral,Original,5,5,2,A,Lm,10,3.1645
Ancestral,Original,5,5,2,A,Lm,10,3.1645
Ancestral,Original,5,5,2,A,Lm,10,3.1645
Derived,Modified,1,1,2,B,Lm,1,3.1673
Ancestral,Modified,5,6,1,B,Sp,6,3.1694
Derived,Modified,6,6,1,B,Lm,10,3.1704
Derived,Modified,4,4,2,B,Lm,6,3.1708
Ancestral,Modified,5,1,2,A,Lm,6,3.1721
Derived,Original,4,5,1,A,Sp,5,3.1729
Derived,Modified,3,3,1,A,Lm,6,3.1732
Derived,Modified,3,3,1,A,Lm,7,3.1745
Ancestral,Original,5,5,1,B,Lm,2,3.1799
Ancestral,Original,5,5,1,B,Lm,2,3.1799
Ancestral,Original,5,5,1,B,Lm,2,3.1799
Ancestral,Original,5,5,1,B,Lm,2,3.1799
Ancestral,Original,5,5,1,B,Lm,2,3.1799
Ancestral,Original,5,5,1,B,Lm,2,3.1799
Ancestral,Original,5,5,1,B,Lm,2,3.1799
Ancestral,Original,5,5,1,B,Lm,2,3.1799
Ancestral,Modified,5,2,1,A,Lm,5,3.1814
Derived,Original,1,5,2,A,Lm,7,3.1842
Derived,Modified,6,6,1,B,Lm,1,3.1889
Ancestral,Modified,5,4,2,A,Lm,2,3.1891
Ancestral,Modified,5,4,2,B,Lm,4,3.1921
Ancestral,Modified,5,9,2,A,Lm,8,3.1924
Derived,Modified,2,2,2,A,Lm,5,3.1938
Ancestral,Modified,5,1,2,A,Lm,8,3.2058
Ancestral,Modified,5,6,1,B,Lm,10,3.2074
Ancestral,Original,5,5,1,B,Lm,8,3.211
Ancestral,Original,5,5,1,B,Lm,8,3.211
Ancestral,Original,5,5,1,B,Lm,8,3.211
Ancestral,Original,5,5,1,B,Lm,8,3.211
Ancestral,Original,5,5,1,B,Lm,8,3.211
Ancestral,Original,5,5,1,B,Lm,8,3.211
Ancestral,Original,5,5,1,B,Lm,8,3.211
Ancestral,Original,5,5,1,B,Lm,8,3.211
Ancestral,Modified,5,7,2,A,Lm,6,3.2122
Derived,Modified,4,4,1,A,Lm,8,3.2175
Derived,Original,4,5,1,A,Lm,1,3.2181
Ancestral,Modified,5,6,1,A,Lm,2,3.2182
Ancestral,Modified,5,6,1,B,Sp,4,3.2195
Derived,Modified,4,4,2,B,Lm,1,3.2317
Ancestral,Modified,5,6,1,B,Lm,5,3.2322
Derived,Original,9,5,2,B,Lm,4,3.2341
Derived,Modified,6,6,1,B,Lm,6,3.2349
Derived,Original,8,5,1,B,Lm,7,3.2366
Derived,Original,1,5,2,A,Lm,6,3.2375
Ancestral,Modified,5,6,1,B,Lm,9,3.2391
Ancestral,Modified,5,4,1,B,Lm,2,3.2406
Ancestral,Modified,5,8,1,A,Lm,1,3.2424
Derived,Original,1,5,1,B,Lm,1,3.245
Ancestral,Modified,5,7,2,A,Lm,5,3.2476
Derived,Original,4,5,2,A,Lm,3,3.2477
Ancestral,Modified,5,3,2,A,Lm,1,3.2494
Ancestral,Modified,5,8,1,B,Lm,8,3.2497
Derived,Modified,2,2,1,B,Lm,4,3.2526
Derived,Original,2,5,2,A,Lm,5,3.256
Derived,Modified,6,6,1,B,Lm,7,3.2582
Derived,Original,2,5,2,A,Lm,8,3.2599
Derived,Original,6,5,1,B,Lm,1,3.2605
Derived,Original,6,5,1,A,Sp,3,3.2621
Derived,Original,2,5,2,B,Lm,2,3.2627
Derived,Modified,1,1,1,A,Lm,9,3.2641
Ancestral,Modified,5,9,1,B,Lm,7,3.2644
Derived,Modified,4,4,1,B,Sp,8,3.266
Derived,Original,8,5,1,A,Lm,3,3.2675
Derived,Original,3,5,1,B,Rn,9,3.2703
Derived,Original,7,5,1,B,Lm,6,3.2706
Ancestral,Modified,5,1,1,A,Sp,6,3.2707
Derived,Modified,1,1,1,B,Lm,5,3.2708
Ancestral,Modified,5,4,2,A,Lm,6,3.2711
Ancestral,Original,5,5,2,A,Lm,2,3.2713
Ancestral,Original,5,5,2,A,Lm,2,3.2713
Ancestral,Original,5,5,2,A,Lm,2,3.2713
Ancestral,Original,5,5,2,A,Lm,2,3.2713
Ancestral,Original,5,5,2,A,Lm,2,3.2713
Ancestral,Original,5,5,2,A,Lm,2,3.2713
Ancestral,Original,5,5,2,A,Lm,2,3.2713
Ancestral,Original,5,5,2,A,Lm,2,3.2713
Ancestral,Modified,5,6,1,A,Lm,3,3.2734
Derived,Original,8,5,1,A,Lm,9,3.2738
Derived,Modified,1,1,1,A,Lm,5,3.2758
Derived,Modified,3,3,2,B,Lm,5,3.2791
Derived,Original,1,5,1,B,Lm,9,3.2831
Derived,Modified,1,1,2,B,Lm,8,3.2881
Derived,Original,1,5,2,A,Lm,3,3.2901
Derived,Original,6,5,2,A,Lm,5,3.2903
Ancestral,Original,5,5,1,B,Lm,9,3.291
Ancestral,Original,5,5,1,B,Lm,9,3.291
Ancestral,Original,5,5,1,B,Lm,9,3.291
Ancestral,Original,5,5,1,B,Lm,9,3.291
Ancestral,Original,5,5,1,B,Lm,9,3.291
Ancestral,Original,5,5,1,B,Lm,9,3.291
Ancestral,Original,5,5,1,B,Lm,9,3.291
Ancestral,Original,5,5,1,B,Lm,9,3.291
Derived,Original,2,5,2,B,Lm,1,3.2919
Derived,Modified,7,7,2,B,Lm,6,3.2971
Ancestral,Modified,5,1,2,B,Lm,1,3.2985
Ancestral,Modified,5,6,1,B,Sp,5,3.3016
Ancestral,Modified,5,8,1,A,Lm,3,3.3039
Ancestral,Modified,5,3,1,A,Lm,3,3.3043
Ancestral,Modified,5,1,1,B,Lm,3,3.3056
Derived,Modified,7,7,2,B,Lm,2,3.3065
Derived,Original,8,5,1,A,Lm,7,3.3088
Derived,Modified,2,2,2,A,Lm,1,3.3095
Ancestral,Modified,5,2,1,A,Lm,6,3.3108
Derived,Original,2,5,1,A,Lm,2,3.3169
Derived,Modified,1,1,2,A,Sp,4,3.3182
Derived,Modified,6,6,1,A,Lm,6,3.321
Derived,Modified,8,8,1,B,Lm,3,3.323
Derived,Original,4,5,1,B,Sp,6,3.328
Derived,Modified,9,9,2,A,Lm,10,3.3328
Ancestral,Modified,5,2,2,B,Sp,10,3.3332
Derived,Modified,1,1,1,B,Lm,3,3.3352
Ancestral,Modified,5,6,1,B,Lm,8,3.3374
Ancestral,Modified,5,1,1,A,Lm,9,3.3381
Derived,Modified,4,4,2,A,Lm,10,3.3389
Ancestral,Modified,5,8,1,A,Lm,7,3.3398
Ancestral,Modified,5,7,1,B,Lm,5,3.3449
Derived,Modified,6,6,2,A,Lm,6,3.346
Derived,Modified,1,1,1,B,Lm,6,3.3466
Derived,Original,4,5,2,B,Lm,6,3.347
Ancestral,Original,5,5,2,A,Lm,6,3.3561
Ancestral,Original,5,5,2,A,Lm,6,3.3561
Ancestral,Original,5,5,2,A,Lm,6,3.3561
Ancestral,Original,5,5,2,A,Lm,6,3.3561
Ancestral,Original,5,5,2,A,Lm,6,3.3561
Ancestral,Original,5,5,2,A,Lm,6,3.3561
Ancestral,Original,5,5,2,A,Lm,6,3.3561
Ancestral,Original,5,5,2,A,Lm,6,3.3561
Ancestral,Modified,5,3,2,A,Lm,4,3.3594
Derived,Original,8,5,2,A,Lm,4,3.3637
Derived,Original,1,5,1,A,Lm,7,3.3652
Derived,Original,9,5,1,A,Lm,9,3.3687
Derived,Original,2,5,1,A,Lm,8,3.3696
Ancestral,Modified,5,3,1,A,Lm,4,3.3708
Derived,Original,8,5,1,B,Lm,10,3.3724
Derived,Original,8,5,2,A,Lm,10,3.3733
Ancestral,Original,5,5,2,B,Lm,9,3.3789
Ancestral,Original,5,5,2,B,Lm,9,3.3789
Ancestral,Original,5,5,2,B,Lm,9,3.3789
Ancestral,Original,5,5,2,B,Lm,9,3.3789
Ancestral,Original,5,5,2,B,Lm,9,3.3789
Ancestral,Original,5,5,2,B,Lm,9,3.3789
Ancestral,Original,5,5,2,B,Lm,9,3.3789
Ancestral,Original,5,5,2,B,Lm,9,3.3789
Ancestral,Modified,5,8,1,A,Lm,6,3.3825
Derived,Modified,3,3,2,B,Sp,7,3.3834
Derived,Modified,2,2,1,B,Lm,3,3.3845
Ancestral,Modified,5,4,1,A,Lm,1,3.3863
Derived,Original,4,5,2,B,Lm,3,3.3891
Derived,Original,6,5,2,A,Sp,4,3.3946
Ancestral,Modified,5,4,1,A,Lm,4,3.3948
Ancestral,Modified,5,6,1,A,Lm,1,3.3948
Derived,Modified,2,2,2,A,Lm,6,3.3984
Ancestral,Modified,5,4,2,B,Lm,1,3.4105
Derived,Original,6,5,1,B,Lm,6,3.4151
Derived,Modified,9,9,1,A,Lm,6,3.4183
Ancestral,Modified,5,2,1,A,Lm,1,3.421
Ancestral,Modified,5,8,1,B,Lm,3,3.4253
Derived,Modified,1,1,1,A,Lm,8,3.4257
Ancestral,Modified,5,2,1,A,Lm,8,3.4267
Ancestral,Modified,5,6,1,A,Lm,4,3.4287
Derived,Modified,9,9,1,A,Lm,4,3.4324
Ancestral,Modified,5,7,2,B,Lm,8,3.438
Derived,Original,3,5,2,B,Rn,5,3.4385
Derived,Modified,8,8,1,A,Lm,3,3.4387
Derived,Original,2,5,1,A,Lm,3,3.4427
Ancestral,Modified,5,2,1,B,Lm,2,3.4446
Derived,Original,3,5,1,B,Rn,8,3.445
Derived,Original,2,5,1,A,Sp,9,3.4473
Ancestral,Modified,5,8,1,B,Lm,2,3.4473
Ancestral,Modified,5,2,1,A,Lm,9,3.4474
Derived,Original,4,5,2,A,Lm,5,3.4478
Ancestral,Original,5,5,1,B,Lm,6,3.4525
Ancestral,Original,5,5,1,B,Lm,6,3.4525
Ancestral,Original,5,5,1,B,Lm,6,3.4525
Ancestral,Original,5,5,1,B,Lm,6,3.4525
Ancestral,Original,5,5,1,B,Lm,6,3.4525
Ancestral,Original,5,5,1,B,Lm,6,3.4525
Ancestral,Original,5,5,1,B,Lm,6,3.4525
Ancestral,Original,5,5,1,B,Lm,6,3.4525
Ancestral,Modified,5,9,1,A,Sp,6,3.4575
Derived,Modified,6,6,1,B,Lm,2,3.4579
Derived,Modified,7,7,1,A,Lm,1,3.4604
Derived,Modified,3,3,1,A,Lm,10,3.4613
Derived,Original,6,5,2,A,Sp,3,3.4626
Ancestral,Original,5,5,1,A,Lm,1,3.4696
Ancestral,Original,5,5,1,A,Lm,1,3.4696
Ancestral,Original,5,5,1,A,Lm,1,3.4696
Ancestral,Original,5,5,1,A,Lm,1,3.4696
Ancestral,Original,5,5,1,A,Lm,1,3.4696
Ancestral,Original,5,5,1,A,Lm,1,3.4696
Ancestral,Original,5,5,1,A,Lm,1,3.4696
Ancestral,Original,5,5,1,A,Lm,1,3.4696
Ancestral,Modified,5,9,1,A,Lm,5,3.4698
Ancestral,Modified,5,8,1,A,Lm,9,3.4755
Ancestral,Modified,5,3,2,B,Sp,2,3.4771
Derived,Modified,6,6,2,A,Lm,1,3.4782
Derived,Modified,6,6,2,B,Lm,1,3.4795
Derived,Original,9,5,2,B,Lm,8,3.481
Derived,Original,1,5,1,B,Lm,6,3.4819
Derived,Modified,6,6,1,B,Lm,4,3.4889
Ancestral,Modified,5,7,2,A,Lm,4,3.4911
Ancestral,Modified,5,1,1,A,Lm,3,3.4923
Derived,Original,8,5,1,B,Lm,4,3.5001
Derived,Original,3,5,1,A,Rn,6,3.5021
Ancestral,Modified,5,1,2,B,Lm,8,3.5045
Ancestral,Modified,5,9,2,A,Lm,3,3.505
Derived,Original,6,5,2,A,Lm,2,3.5078
Ancestral,Modified,5,6,1,B,Sp,2,3.5147
Ancestral,Modified,5,7,2,B,Lm,1,3.5175
Ancestral,Modified,5,2,1,A,Sp,6,3.5176
Derived,Modified,6,6,1,B,Lm,8,3.5216
Derived,Modified,8,8,1,A,Lm,8,3.524
Ancestral,Original,5,5,2,A,Lm,5,3.5272
Ancestral,Original,5,5,2,A,Lm,5,3.5272
Ancestral,Original,5,5,2,A,Lm,5,3.5272
Ancestral,Original,5,5,2,A,Lm,5,3.5272
Ancestral,Original,5,5,2,A,Lm,5,3.5272
Ancestral,Original,5,5,2,A,Lm,5,3.5272
Ancestral,Original,5,5,2,A,Lm,5,3.5272
Ancestral,Original,5,5,2,A,Lm,5,3.5272
Ancestral,Modified,5,8,2,A,Lm,1,3.5304
Ancestral,Modified,5,8,1,A,Sp,6,3.5333
Derived,Original,7,5,2,A,Lm,8,3.5344
Derived,Modified,7,7,2,B,Lm,3,3.5409
Derived,Original,4,5,2,A,Lm,7,3.541
Derived,Modified,9,9,1,A,Lm,10,3.5448
Ancestral,Modified,5,1,1,A,Lm,8,3.5482
Ancestral,Modified,5,2,2,A,Lm,1,3.5519
Ancestral,Modified,5,1,2,B,Lm,5,3.5537
Derived,Original,8,5,1,A,Lm,2,3.5549
Ancestral,Modified,5,7,2,A,Lm,9,3.5593
Derived,Modified,2,2,2,A,Lm,7,3.5621
Derived,Modified,4,4,2,A,Lm,3,3.5643
Ancestral,Modified,5,3,1,B,Sp,8,3.5666
Derived,Modified,4,4,1,A,Lm,3,3.567
Derived,Original,6,5,1,A,Lm,8,3.5709
Derived,Modified,3,3,1,B,Lm,10,3.5722
Ancestral,Original,5,5,2,A,Lm,8,3.5739
Ancestral,Original,5,5,2,A,Lm,8,3.5739
Ancestral,Original,5,5,2,A,Lm,8,3.5739
Ancestral,Original,5,5,2,A,Lm,8,3.5739
Ancestral,Original,5,5,2,A,Lm,8,3.5739
Ancestral,Original,5,5,2,A,Lm,8,3.5739
Ancestral,Original,5,5,2,A,Lm,8,3.5739
Ancestral,Original,5,5,2,A,Lm,8,3.5739
Derived,Original,2,5,2,A,Sp,3,3.5781
Ancestral,Modified,5,8,2,A,Lm,8,3.5849
Ancestral,Modified,5,2,1,B,Sp,6,3.5876
Ancestral,Modified,5,3,1,B,Lm,3,3.5878
Ancestral,Original,5,5,1,A,Lm,8,3.5887
Ancestral,Original,5,5,1,A,Lm,8,3.5887
Ancestral,Original,5,5,1,A,Lm,8,3.5887
Ancestral,Original,5,5,1,A,Lm,8,3.5887
Ancestral,Original,5,5,1,A,Lm,8,3.5887
Ancestral,Original,5,5,1,A,Lm,8,3.5887
Ancestral,Original,5,5,1,A,Lm,8,3.5887
Ancestral,Original,5,5,1,A,Lm,8,3.5887
Derived,Original,8,5,2,B,Lm,7,3.5903
Ancestral,Modified,5,9,1,B,Lm,9,3.596
Ancestral,Modified,5,1,1,A,Lm,4,3.6036
Derived,Modified,6,6,2,B,Lm,4,3.6044
Ancestral,Modified,5,2,2,A,Lm,8,3.6059
Ancestral,Modified,5,2,1,B,Lm,1,3.6068
Derived,Modified,3,3,1,B,Lm,5,3.6074
Ancestral,Modified,5,3,1,A,Lm,9,3.6083
Derived,Original,8,5,2,B,Lm,10,3.6153
Derived,Modified,4,4,2,A,Lm,5,3.6175
Ancestral,Modified,5,1,1,B,Lm,2,3.6186
Derived,Original,2,5,2,B,Lm,7,3.6212
Derived,Modified,9,9,2,B,Sp,10,3.6317
Derived,Modified,9,9,1,B,Lm,1,3.6345
Derived,Modified,8,8,1,B,Lm,2,3.6373
Derived,Modified,4,4,1,B,Lm,6,3.6382
Derived,Original,3,5,1,A,Sp,7,3.6383
Derived,Original,2,5,2,A,Lm,1,3.6396
Ancestral,Modified,5,3,1,A,Sp,6,3.6432
Derived,Original,1,5,1,A,Lm,8,3.6435
Derived,Original,4,5,2,B,Lm,7,3.6475
Ancestral,Modified,5,3,2,B,Lm,10,3.6476
Derived,Modified,9,9,1,A,Lm,2,3.6493
Derived,Modified,1,1,1,A,Lm,10,3.6536
Ancestral,Modified,5,8,1,B,Lm,5,3.6547
Derived,Modified,2,2,2,B,Lm,5,3.6565
Derived,Modified,6,6,2,B,Lm,2,3.6598
Derived,Original,8,5,2,B,Lm,4,3.6651
Derived,Modified,8,8,2,B,Lm,5,3.6714
Derived,Original,3,5,1,A,Rn,9,3.6723
Ancestral,Modified,5,9,1,A,Lm,1,3.6761
Derived,Original,2,5,2,A,Lm,2,3.6791
Derived,Original,2,5,2,A,Sp,6,3.6828
Ancestral,Original,5,5,2,B,Lm,7,3.6849
Ancestral,Original,5,5,2,B,Lm,7,3.6849
Ancestral,Original,5,5,2,B,Lm,7,3.6849
Ancestral,Original,5,5,2,B,Lm,7,3.6849
Ancestral,Original,5,5,2,B,Lm,7,3.6849
Ancestral,Original,5,5,2,B,Lm,7,3.6849
Ancestral,Original,5,5,2,B,Lm,7,3.6849
Ancestral,Original,5,5,2,B,Lm,7,3.6849
Ancestral,Original,5,5,1,B,Lm,1,3.6851
Ancestral,Original,5,5,1,B,Lm,1,3.6851
Ancestral,Original,5,5,1,B,Lm,1,3.6851
Ancestral,Original,5,5,1,B,Lm,1,3.6851
Ancestral,Original,5,5,1,B,Lm,1,3.6851
Ancestral,Original,5,5,1,B,Lm,1,3.6851
Ancestral,Original,5,5,1,B,Lm,1,3.6851
Ancestral,Original,5,5,1,B,Lm,1,3.6851
Derived,Original,1,5,1,A,Lm,2,3.6875
Ancestral,Modified,5,1,1,A,Lm,6,3.6913
Derived,Original,3,5,1,A,Rn,10,3.6924
Derived,Modified,1,1,2,B,Lm,10,3.699
Derived,Original,2,5,1,B,Lm,5,3.6992
Derived,Modified,6,6,2,B,Lm,6,3.7021
Derived,Original,4,5,2,B,Lm,1,3.7106
Ancestral,Original,5,5,2,A,Lm,4,3.7108
Ancestral,Original,5,5,2,A,Lm,4,3.7108
Ancestral,Original,5,5,2,A,Lm,4,3.7108
Ancestral,Original,5,5,2,A,Lm,4,3.7108
Ancestral,Original,5,5,2,A,Lm,4,3.7108
Ancestral,Original,5,5,2,A,Lm,4,3.7108
Ancestral,Original,5,5,2,A,Lm,4,3.7108
Ancestral,Original,5,5,2,A,Lm,4,3.7108
Derived,Modified,6,6,2,A,Lm,5,3.7264
Derived,Original,1,5,2,A,Rn,7,3.7295
Derived,Modified,8,8,2,B,Lm,7,3.7304
Derived,Modified,2,2,2,B,Lm,3,3.7325
Derived,Modified,6,6,2,A,Sp,8,3.7333
Derived,Modified,1,1,2,B,Lm,4,3.736
Ancestral,Modified,5,9,2,A,Lm,1,3.7378
Ancestral,Modified,5,9,1,A,Sp,7,3.7432
Derived,Original,1,5,1,A,Lm,9,3.7442
Derived,Original,7,5,1,B,Lm,3,3.7447
Derived,Original,6,5,2,A,Lm,1,3.7457
Ancestral,Modified,5,2,1,A,Sp,4,3.7489
Ancestral,Original,5,5,2,A,Lm,3,3.749
Ancestral,Original,5,5,2,A,Lm,3,3.749
Ancestral,Original,5,5,2,A,Lm,3,3.749
Ancestral,Original,5,5,2,A,Lm,3,3.749
Ancestral,Original,5,5,2,A,Lm,3,3.749
Ancestral,Original,5,5,2,A,Lm,3,3.749
Ancestral,Original,5,5,2,A,Lm,3,3.749
Ancestral,Original,5,5,2,A,Lm,3,3.749
Ancestral,Modified,5,8,1,A,Sp,3,3.7567
Derived,Original,2,5,1,A,Lm,5,3.7571
Derived,Modified,2,2,1,B,Lm,7,3.7673
Derived,Modified,9,9,1,A,Lm,3,3.7675
Derived,Modified,7,7,2,B,Sp,8,3.7702
Derived,Original,9,5,2,A,Lm,5,3.7714
Derived,Modified,9,9,2,A,Lm,8,3.7717
Ancestral,Modified,5,3,2,A,Lm,2,3.7723
Derived,Modified,2,2,2,A,Sp,3,3.7725
Derived,Modified,6,6,2,A,Sp,2,3.7749
Derived,Modified,2,2,2,A,Lm,4,3.7768
Ancestral,Modified,5,2,1,A,Lm,2,3.7804
Derived,Original,3,5,1,A,Rn,3,3.781
Derived,Modified,8,8,1,B,Lm,9,3.7821
Derived,Modified,9,9,2,A,Lm,2,3.7875
Derived,Original,6,5,2,B,Lm,3,3.7887
Derived,Original,9,5,1,B,Lm,4,3.7887
Derived,Modified,1,1,1,A,Lm,1,3.7903
Derived,Modified,1,1,2,A,Sp,10,3.7989
Derived,Original,1,5,2,B,Sp,3,3.8012
Derived,Original,3,5,1,A,Rn,7,3.803
Derived,Modified,6,6,1,B,Sp,1,3.8102
Derived,Original,8,5,1,B,Lm,1,3.8105
Ancestral,Modified,5,4,1,B,Lm,1,3.8121
Ancestral,Modified,5,4,1,A,Lm,7,3.8133
Ancestral,Modified,5,3,1,B,Sp,7,3.8178
Derived,Original,3,5,1,A,Rn,2,3.8182
Derived,Modified,8,8,1,B,Lm,4,3.8355
Derived,Modified,8,8,1,B,Lm,1,3.8423
Derived,Modified,7,7,2,B,Lm,9,3.8442
Derived,Original,2,5,1,B,Lm,6,3.8481
Derived,Modified,6,6,2,B,Sp,5,3.8487
Ancestral,Original,5,5,2,B,Lm,3,3.8493
Ancestral,Original,5,5,2,B,Lm,3,3.8493
Ancestral,Original,5,5,2,B,Lm,3,3.8493
Ancestral,Original,5,5,2,B,Lm,3,3.8493
Ancestral,Original,5,5,2,B,Lm,3,3.8493
Ancestral,Original,5,5,2,B,Lm,3,3.8493
Ancestral,Original,5,5,2,B,Lm,3,3.8493
Ancestral,Original,5,5,2,B,Lm,3,3.8493
Derived,Original,6,5,2,B,Lm,9,3.8689
Derived,Original,9,5,1,B,Lm,10,3.8689
Derived,Original,7,5,1,A,Sp,2,3.8718
Derived,Modified,9,9,2,B,Lm,10,3.8747
Derived,Modified,7,7,2,A,Lm,4,3.8768
Ancestral,Modified,5,1,1,B,Lm,1,3.8793
