C.Type,E.Type,C.Env,E.Env,C.Rep,E.Rep,Species,Individual,FrondArea
Derived,Original,9,5,1,B,Wc,9,0.2895
Ancestral,Original,5,5,1,B,Wc,9,0.2901
Ancestral,Original,5,5,1,B,Wc,10,0.2901
Ancestral,Original,5,5,1,B,Wc,9,0.2901
Ancestral,Original,5,5,1,B,Wc,10,0.2901
Ancestral,Original,5,5,1,B,Wc,9,0.2901
Ancestral,Original,5,5,1,B,Wc,9,0.2901
Ancestral,Original,5,5,1,B,Wc,9,0.2901
Ancestral,Original,5,5,1,B,Wc,9,0.2901
Ancestral,Original,5,5,1,B,Wc,9,0.2901
Ancestral,Original,5,5,1,B,Wc,9,0.2901
Ancestral,Modified,5,1,2,A,Wc,9,0.2906
Ancestral,Modified,5,7,1,B,Wc,7,0.2909
Derived,Modified,3,3,2,A,Wc,9,0.291
Ancestral,Modified,5,7,2,B,Wc,4,0.291
Derived,Modified,8,8,1,A,Wc,4,0.2917
Derived,Modified,9,9,2,A,Wc,9,0.2919
Derived,Original,6,5,1,B,Wc,3,0.2921
Derived,Original,6,5,2,B,Wc,3,0.2921
Ancestral,Modified,5,2,2,A,Wc,5,0.2922
Derived,Original,9,5,1,B,Wc,3,0.2926
Derived,Modified,6,6,1,B,Wc,10,0.2931
Ancestral,Modified,5,3,2,A,Wc,4,0.2932
Derived,Modified,6,6,1,B,Wc,2,0.2933
Ancestral,Original,5,5,2,A,Wc,4,0.2958
Ancestral,Original,5,5,2,A,Wc,4,0.2958
Ancestral,Original,5,5,2,A,Wc,4,0.2958
Ancestral,Original,5,5,2,A,Wc,4,0.2958
Ancestral,Original,5,5,2,A,Wc,4,0.2958
Ancestral,Original,5,5,2,A,Wc,4,0.2958
Ancestral,Original,5,5,2,A,Wc,4,0.2958
Ancestral,Original,5,5,2,A,Wc,4,0.2958
Derived,Modified,7,7,2,B,Wc,5,0.2959
Derived,Original,8,5,1,B,Wc,6,0.2959
Derived,Modified,8,8,2,A,Wc,9,0.2962
Ancestral,Modified,5,6,2,B,Wc,1,0.2978
Derived,Original,8,5,2,B,Wc,6,0.2978
Ancestral,Modified,5,7,1,A,Wc,7,0.2979
Derived,Modified,9,9,1,B,Wc,4,0.298
Ancestral,Modified,5,2,1,B,Wc,6,0.2981
Derived,Modified,3,3,2,B,Wc,6,0.2982
Derived,Original,7,5,2,B,Wc,7,0.2982
Derived,Modified,6,6,2,B,Wc,2,0.2983
Derived,Original,3,5,2,A,Wc,7,0.2988
Derived,Original,3,5,2,B,Wc,7,0.2988
Ancestral,Original,5,5,1,A,Wc,5,0.2993
Ancestral,Original,5,5,1,A,Wc,5,0.2993
Ancestral,Original,5,5,1,A,Wc,5,0.2993
Ancestral,Original,5,5,1,A,Wc,5,0.2993
Ancestral,Original,5,5,1,A,Wc,5,0.2993
Ancestral,Original,5,5,1,A,Wc,5,0.2993
Ancestral,Modified,5,7,2,A,Wc,4,0.2993
Ancestral,Original,5,5,1,A,Wc,5,0.2993
Ancestral,Original,5,5,1,A,Wc,5,0.2993
Ancestral,Original,5,5,2,A,Wc,10,0.2994
Ancestral,Original,5,5,2,A,Wc,10,0.2994
Ancestral,Original,5,5,2,A,Wc,10,0.2994
Ancestral,Original,5,5,2,A,Wc,10,0.2994
Ancestral,Original,5,5,2,A,Wc,10,0.2994
Ancestral,Original,5,5,2,A,Wc,10,0.2994
Ancestral,Original,5,5,2,A,Wc,10,0.2994
Ancestral,Original,5,5,2,A,Wc,10,0.2994
Ancestral,Original,5,5,1,A,Wc,9,0.3001
Ancestral,Original,5,5,1,A,Wc,9,0.3001
Ancestral,Original,5,5,1,A,Wc,9,0.3001
Derived,Modified,3,3,2,B,Wc,8,0.3001
Ancestral,Original,5,5,1,A,Wc,9,0.3001
Ancestral,Original,5,5,1,A,Wc,9,0.3001
Ancestral,Original,5,5,1,A,Wc,9,0.3001
Ancestral,Original,5,5,1,A,Wc,9,0.3001
Ancestral,Original,5,5,1,A,Wc,9,0.3001
Derived,Original,9,5,2,A,Wc,7,0.301
Ancestral,Modified,5,3,2,A,Wc,7,0.3011
Derived,Modified,6,6,2,B,Wc,5,0.3011
Derived,Modified,6,6,1,A,Wc,8,0.3019
Derived,Modified,6,6,2,A,Wc,8,0.3019
Ancestral,Modified,5,8,2,A,Wc,6,0.3034
Ancestral,Modified,5,8,2,B,Wc,6,0.3034
Ancestral,Modified,5,2,2,A,Wc,2,0.3046
Derived,Original,6,5,1,B,Wc,10,0.3054
Derived,Original,6,5,2,B,Wc,10,0.3054
Ancestral,Modified,5,4,2,A,Wc,5,0.3074
Ancestral,Original,5,5,2,A,Wc,7,0.3075
Ancestral,Original,5,5,2,A,Wc,7,0.3075
Ancestral,Original,5,5,2,A,Wc,7,0.3075
Ancestral,Original,5,5,2,A,Wc,7,0.3075
Ancestral,Original,5,5,2,A,Wc,7,0.3075
Ancestral,Original,5,5,2,A,Wc,7,0.3075
Derived,Modified,8,8,1,A,Wc,8,0.3075
Ancestral,Original,5,5,2,A,Wc,7,0.3075
Ancestral,Original,5,5,2,A,Wc,7,0.3075
Ancestral,Modified,5,9,2,A,Wc,7,0.3079
Ancestral,Modified,5,9,2,A,Wc,2,0.3081
Derived,Original,8,5,1,B,Wc,2,0.3085
Derived,Modified,9,9,2,B,Wc,5,0.3087
Derived,Modified,2,2,1,A,Wc,1,0.3091
Derived,Original,3,5,2,A,Wc,3,0.31
Derived,Original,3,5,2,B,Wc,3,0.31
Derived,Modified,6,6,1,A,Wc,1,0.3108
Derived,Modified,6,6,2,A,Wc,1,0.3108
Derived,Original,8,5,2,A,Wc,6,0.3108
Derived,Modified,8,8,1,B,Wc,5,0.311
Ancestral,Modified,5,4,2,A,Wc,2,0.3111
Ancestral,Modified,5,8,1,B,Wc,5,0.3112
Ancestral,Original,5,5,1,A,Wc,8,0.3122
Ancestral,Original,5,5,1,A,Wc,8,0.3122
Ancestral,Original,5,5,1,A,Wc,8,0.3122
Ancestral,Original,5,5,1,A,Wc,8,0.3122
Ancestral,Original,5,5,1,A,Wc,8,0.3122
Ancestral,Original,5,5,1,A,Wc,8,0.3122
Ancestral,Original,5,5,1,A,Wc,8,0.3122
Ancestral,Original,5,5,1,A,Wc,8,0.3122
Derived,Original,9,5,1,A,Wc,7,0.3128
Ancestral,Original,5,5,1,B,Wc,8,0.3145
Ancestral,Original,5,5,1,B,Wc,8,0.3145
Ancestral,Original,5,5,1,B,Wc,8,0.3145
Ancestral,Original,5,5,1,B,Wc,8,0.3145
Ancestral,Original,5,5,1,B,Wc,8,0.3145
Ancestral,Original,5,5,1,B,Wc,8,0.3145
Ancestral,Modified,5,7,1,B,Wc,5,0.3145
Ancestral,Original,5,5,1,B,Wc,8,0.3145
Ancestral,Original,5,5,1,B,Wc,8,0.3145
Ancestral,Modified,5,9,2,A,Wc,5,0.3153
Derived,Original,8,5,2,A,Wc,4,0.3155
Derived,Modified,3,3,2,A,Wc,6,0.3172
Derived,Modified,9,9,1,B,Wc,3,0.3178
Ancestral,Modified,5,9,1,A,Wc,2,0.3185
Ancestral,Modified,5,7,1,A,Wc,8,0.3198
Ancestral,Original,5,5,2,B,Wc,3,0.3199
Ancestral,Original,5,5,2,B,Wc,3,0.3199
Ancestral,Original,5,5,2,B,Wc,3,0.3199
Ancestral,Original,5,5,2,B,Wc,3,0.3199
Derived,Original,6,5,1,A,Wc,2,0.3199
Ancestral,Original,5,5,2,B,Wc,3,0.3199
Derived,Original,6,5,2,A,Wc,3,0.3199
Ancestral,Original,5,5,2,B,Wc,3,0.3199
Ancestral,Original,5,5,2,B,Wc,3,0.3199
Ancestral,Original,5,5,2,B,Wc,3,0.3199
Ancestral,Modified,5,9,1,A,Wc,4,0.3212
Ancestral,Modified,5,6,1,A,Wc,1,0.3216
Derived,Original,8,5,2,A,Wc,8,0.3234
Ancestral,Modified,5,8,2,A,Wc,4,0.3234
Ancestral,Modified,5,8,2,B,Wc,4,0.3234
Derived,Modified,7,7,1,B,Wc,5,0.3235
Derived,Modified,9,9,1,B,Wc,10,0.3239
Ancestral,Original,5,5,1,A,Wc,3,0.3251
Ancestral,Original,5,5,1,B,Wc,3,0.3251
Ancestral,Original,5,5,1,A,Wc,3,0.3251
Ancestral,Original,5,5,1,B,Wc,3,0.3251
Ancestral,Original,5,5,1,A,Wc,3,0.3251
Ancestral,Original,5,5,1,B,Wc,3,0.3251
Ancestral,Original,5,5,1,A,Wc,3,0.3251
Ancestral,Original,5,5,1,B,Wc,3,0.3251
Ancestral,Original,5,5,1,A,Wc,3,0.3251
Ancestral,Original,5,5,1,B,Wc,3,0.3251
Ancestral,Original,5,5,1,A,Wc,3,0.3251
Ancestral,Original,5,5,1,B,Wc,3,0.3251
Ancestral,Original,5,5,1,A,Wc,3,0.3251
Ancestral,Original,5,5,1,B,Wc,3,0.3251
Ancestral,Original,5,5,1,A,Wc,3,0.3251
Ancestral,Original,5,5,1,B,Wc,3,0.3251
Derived,Modified,6,6,2,B,Wc,6,0.3291
Ancestral,Modified,5,8,1,B,Wc,6,0.3293
Ancestral,Modified,5,6,1,A,Wc,5,0.3311
Derived,Modified,8,8,2,A,Wc,3,0.3322
Derived,Original,7,5,1,A,Wc,1,0.3338
Derived,Modified,9,9,1,B,Wc,5,0.334
Derived,Original,7,5,2,A,Wc,10,0.3356
Ancestral,Modified,5,4,2,A,Wc,4,0.3361
Ancestral,Original,5,5,2,A,Wc,9,0.3376
Ancestral,Original,5,5,2,A,Wc,9,0.3376
Ancestral,Original,5,5,2,A,Wc,9,0.3376
Ancestral,Original,5,5,2,A,Wc,9,0.3376
Ancestral,Original,5,5,2,A,Wc,9,0.3376
Ancestral,Original,5,5,2,A,Wc,9,0.3376
Ancestral,Original,5,5,2,A,Wc,9,0.3376
Ancestral,Original,5,5,2,A,Wc,9,0.3376
Ancestral,Modified,5,4,1,A,Wc,3,0.3381
Derived,Modified,9,9,2,B,Wc,4,0.3384
Ancestral,Modified,5,7,2,B,Wc,8,0.3385
Derived,Modified,8,8,1,A,Wc,6,0.3397
Ancestral,Modified,5,8,2,A,Wc,2,0.3399
Ancestral,Modified,5,8,2,B,Wc,2,0.3399
Ancestral,Original,5,5,1,B,Wc,10,0.3401
Ancestral,Original,5,5,1,B,Wc,10,0.3401
Ancestral,Original,5,5,1,B,Wc,10,0.3401
Ancestral,Original,5,5,1,B,Wc,10,0.3401
Ancestral,Original,5,5,1,B,Wc,10,0.3401
Ancestral,Original,5,5,1,B,Wc,10,0.3401
Derived,Original,7,5,2,A,Wc,4,0.3408
Ancestral,Modified,5,3,2,A,Wc,2,0.3412
Derived,Modified,8,8,1,A,Wc,9,0.3413
Derived,Original,9,5,2,A,Wc,5,0.3425
Derived,Modified,9,9,1,B,Wc,6,0.3428
Derived,Modified,3,3,2,A,Wc,8,0.3433
Derived,Modified,6,6,1,A,Wc,3,0.3433
Derived,Modified,6,6,2,A,Wc,3,0.3433
Ancestral,Modified,5,2,2,A,Wc,3,0.3439
Ancestral,Modified,5,2,2,A,Wc,1,0.3463
Derived,Modified,7,7,2,A,Wc,3,0.347
Derived,Modified,9,9,1,A,Wc,9,0.3475
Derived,Modified,3,3,2,B,Wc,3,0.3479
Ancestral,Modified,5,7,2,A,Wc,8,0.3485
Derived,Modified,9,9,2,B,Wc,7,0.3494
Derived,Modified,9,9,2,B,Wc,2,0.3498
Ancestral,Original,5,5,1,B,Wc,7,0.3521
Ancestral,Original,5,5,1,B,Wc,7,0.3521
Ancestral,Original,5,5,1,B,Wc,7,0.3521
Ancestral,Original,5,5,1,B,Wc,7,0.3521
Ancestral,Original,5,5,1,B,Wc,7,0.3521
Ancestral,Original,5,5,1,B,Wc,7,0.3521
Ancestral,Original,5,5,1,B,Wc,7,0.3521
Ancestral,Original,5,5,1,B,Wc,7,0.3521
Derived,Original,8,5,1,A,Wc,4,0.3542
Ancestral,Modified,5,3,1,A,Wc,2,0.3567
Derived,Original,6,5,1,A,Wc,8,0.36
Derived,Original,6,5,2,A,Wc,9,0.36
Derived,Original,9,5,1,B,Wc,6,0.3611
Ancestral,Modified,5,6,1,A,Wc,4,0.3612
Derived,Original,7,5,1,B,Wc,3,0.3614
Derived,Modified,8,8,2,A,Wc,2,0.3633
Derived,Original,8,5,1,A,Wc,5,0.3637
Derived,Modified,3,3,2,B,Wc,7,0.3651
Ancestral,Original,5,5,1,A,Wc,6,0.3671
Ancestral,Original,5,5,1,B,Wc,6,0.3671
Ancestral,Original,5,5,1,A,Wc,6,0.3671
Ancestral,Original,5,5,1,B,Wc,6,0.3671
Ancestral,Original,5,5,1,A,Wc,6,0.3671
Ancestral,Original,5,5,1,B,Wc,6,0.3671
Ancestral,Original,5,5,1,A,Wc,6,0.3671
Ancestral,Original,5,5,1,B,Wc,6,0.3671
Ancestral,Original,5,5,1,A,Wc,6,0.3671
Ancestral,Original,5,5,1,B,Wc,6,0.3671
Ancestral,Original,5,5,1,A,Wc,6,0.3671
Ancestral,Original,5,5,1,B,Wc,6,0.3671
Ancestral,Original,5,5,1,A,Wc,6,0.3671
Ancestral,Original,5,5,1,B,Wc,6,0.3671
Ancestral,Original,5,5,1,A,Wc,6,0.3671
Ancestral,Original,5,5,1,B,Wc,6,0.3671
Derived,Modified,9,9,2,A,Wc,4,0.3675
Derived,Original,9,5,2,A,Wc,6,0.3677
Ancestral,Modified,5,8,2,A,Wc,10,0.368
Ancestral,Modified,5,8,2,B,Wc,10,0.368
Ancestral,Modified,5,1,2,A,Wc,10,0.3689
Ancestral,Modified,5,7,1,B,Wc,1,0.3697
Derived,Modified,7,7,1,A,Wc,10,0.371
Derived,Modified,3,3,2,B,Wc,10,0.3722
Derived,Modified,9,9,2,B,Wc,10,0.3746
Ancestral,Modified,5,3,1,A,Wc,5,0.3766
Ancestral,Modified,5,7,1,A,Wc,1,0.377
Derived,Modified,1,1,1,B,Sp,4,0.3792
Ancestral,Modified,5,1,2,A,Wc,5,0.3806
Derived,Modified,7,7,1,B,Wc,7,0.3808
Derived,Modified,7,7,2,B,Wc,4,0.3829
Derived,Modified,7,7,2,A,Wc,2,0.3838
Derived,Original,6,5,2,A,Wc,1,0.3844
Ancestral,Original,5,5,2,A,Wc,2,0.3852
Ancestral,Original,5,5,2,A,Wc,2,0.3852
Ancestral,Original,5,5,2,A,Wc,2,0.3852
Ancestral,Original,5,5,2,A,Wc,2,0.3852
Ancestral,Original,5,5,2,A,Wc,2,0.3852
Ancestral,Original,5,5,2,A,Wc,2,0.3852
Ancestral,Original,5,5,2,A,Wc,2,0.3852
Ancestral,Original,5,5,2,A,Wc,2,0.3852
Derived,Modified,7,7,1,A,Wc,2,0.3874
Ancestral,Modified,5,9,1,A,Wc,5,0.3911
Derived,Original,7,5,1,B,Wc,1,0.3935
Derived,Original,8,5,2,A,Wc,5,0.3968
Derived,Original,7,5,1,B,Wc,9,0.3972
Derived,Original,9,5,1,A,Wc,2,0.3973
Derived,Original,7,5,1,A,Wc,9,0.3976
Derived,Original,9,5,1,A,Wc,4,0.3977
Derived,Modified,3,3,2,B,Wc,2,0.3981
Derived,Original,9,5,1,A,Wc,1,0.3985
Derived,Modified,9,9,2,A,Wc,7,0.3988
Derived,Modified,3,3,2,A,Wc,3,0.399
Derived,Modified,9,9,1,A,Wc,4,0.3998
Derived,Original,6,5,1,A,Wc,1,0.4001
Derived,Original,6,5,2,A,Wc,2,0.4001
Ancestral,Modified,5,7,1,A,Wc,3,0.4008
Ancestral,Original,5,5,1,A,Wc,7,0.4011
Ancestral,Original,5,5,1,A,Wc,7,0.4011
Ancestral,Original,5,5,1,A,Wc,7,0.4011
Ancestral,Original,5,5,1,A,Wc,7,0.4011
Ancestral,Original,5,5,1,A,Wc,7,0.4011
Ancestral,Original,5,5,1,A,Wc,7,0.4011
Ancestral,Original,5,5,1,A,Wc,7,0.4011
Ancestral,Original,5,5,1,A,Wc,7,0.4011
Derived,Modified,9,9,1,A,Wc,3,0.4032
Derived,Original,7,5,1,A,Wc,2,0.4043
Derived,Original,9,5,1,A,Wc,3,0.4047
Derived,Original,8,5,2,A,Wc,7,0.4057
Ancestral,Modified,5,1,2,A,Wc,4,0.4068
Ancestral,Modified,5,7,1,B,Wc,2,0.4098
Derived,Modified,8,8,1,B,Wc,4,0.4116
Derived,Modified,9,9,2,A,Wc,1,0.4153
Derived,Modified,8,8,2,A,Wc,5,0.4179
Derived,Original,6,5,1,A,Wc,6,0.4181
Derived,Original,6,5,2,A,Wc,7,0.4181
Derived,Original,8,5,1,A,Wc,10,0.4191
Derived,Modified,9,9,1,A,Wc,10,0.4191
Derived,Modified,3,3,2,B,Wc,1,0.4201
Derived,Modified,3,3,2,A,Wc,2,0.4202
Derived,Original,7,5,1,A,Wc,4,0.4219
Ancestral,Modified,5,1,2,A,Wc,7,0.4227
Derived,Original,9,5,1,A,Wc,6,0.4232
Derived,Modified,8,8,1,A,Wc,7,0.4273
Derived,Original,7,5,1,B,Wc,2,0.4281
Derived,Original,9,5,2,B,Wc,5,0.4282
Derived,Original,9,5,1,A,Wc,5,0.4303
Derived,Original,7,5,2,A,Wc,7,0.4335
Derived,Original,8,5,1,A,Wc,7,0.4346
Ancestral,Modified,5,2,2,A,Wc,4,0.4348
Derived,Modified,9,9,2,B,Wc,1,0.4358
Derived,Modified,9,9,2,A,Wc,3,0.4378
Ancestral,Modified,5,7,1,B,Wc,3,0.4398
Derived,Modified,8,8,1,A,Wc,5,0.44
Derived,Modified,9,9,2,B,Wc,3,0.4504
Ancestral,Modified,5,7,1,A,Wc,2,0.4521
Derived,Modified,7,7,2,A,Wc,6,0.457
Derived,Original,7,5,2,A,Wc,8,0.4597
Derived,Modified,9,9,1,A,Wc,7,0.4662
Derived,Original,7,5,1,B,Wc,5,0.4688
Derived,Original,9,5,2,A,Wc,10,0.4704
Derived,Original,7,5,2,A,Wc,9,0.4707
Derived,Modified,8,8,2,A,Wc,10,0.471
Derived,Original,8,5,1,A,Wc,9,0.475
Ancestral,Modified,5,3,1,A,Wc,1,0.495
Derived,Modified,7,7,2,B,Wc,1,0.4962
Derived,Original,7,5,2,A,Wc,1,0.5021
Ancestral,Modified,5,3,1,A,Wc,4,0.5066
Derived,Modified,9,9,2,A,Wc,8,0.5094
Derived,Original,7,5,2,A,Wc,5,0.5115
Derived,Modified,8,8,1,B,Wc,2,0.5199
Ancestral,Modified,5,8,2,A,Wc,8,0.5228
Ancestral,Modified,5,8,2,B,Wc,8,0.5228
Derived,Modified,3,3,2,A,Wc,10,0.5244
Derived,Original,7,5,1,B,Wc,6,0.5245
Derived,Modified,1,1,2,B,Sp,5,0.5374
Derived,Modified,1,1,1,B,Sp,9,0.5461
Derived,Modified,1,1,2,B,Sp,3,0.5485
Derived,Modified,1,1,1,B,Sp,3,0.5496
Derived,Original,7,5,2,A,Wc,2,0.5496
Derived,Original,7,5,1,B,Wc,4,0.5541
Ancestral,Modified,5,1,2,A,Wc,6,0.5781
Derived,Modified,1,1,2,B,Sp,4,0.587
Derived,Modified,1,1,1,B,Sp,8,0.5956
Derived,Modified,1,1,1,A,Sp,2,0.6056
Derived,Original,6,5,1,B,Lm,7,0.6291
Derived,Original,6,5,1,B,Sp,3,0.644
Derived,Modified,1,1,1,A,Sp,6,0.6543
Derived,Modified,3,3,1,A,Sp,4,0.6899
Derived,Modified,1,1,1,B,Sp,10,0.6909
Derived,Original,7,5,1,B,Lm,4,0.7403
Derived,Modified,1,1,1,A,Sp,7,0.7944
Derived,Modified,3,3,1,A,Sp,3,0.8047
Derived,Modified,3,3,2,B,Lm,10,0.8133
Derived,Original,7,5,1,B,Lm,8,0.9054
Derived,Modified,1,1,1,B,Sp,1,0.9058
Derived,Modified,3,3,2,A,Sp,3,0.9147
Derived,Modified,3,3,2,A,Lm,10,0.9216
Derived,Modified,1,1,2,B,Sp,2,0.9453
Ancestral,Modified,5,9,1,B,Sp,5,0.9681
Derived,Original,3,5,2,A,Lm,4,1.0192
Derived,Original,3,5,2,B,Lm,9,1.0347
Ancestral,Modified,5,1,1,B,Sp,9,1.064
Derived,Original,3,5,2,B,Lm,8,1.096
Ancestral,Modified,5,9,1,B,Sp,3,1.0968
Derived,Original,3,5,2,A,Lm,10,1.0979
Derived,Modified,2,2,2,A,Sp,6,1.1065
Derived,Modified,1,1,1,B,Sp,7,1.1162
Derived,Original,3,5,2,B,Lm,1,1.1165
Derived,Original,6,5,1,B,Sp,6,1.124
Derived,Original,2,5,2,A,Sp,8,1.125
Derived,Modified,6,6,1,A,Sp,6,1.1384
Derived,Original,6,5,1,B,Sp,2,1.1397
Derived,Original,6,5,1,B,Sp,1,1.1491
Derived,Original,3,5,1,B,Sp,7,1.1539
Derived,Original,6,5,2,A,Sp,7,1.1781
Derived,Original,6,5,1,A,Sp,7,1.1822
Derived,Modified,1,1,1,A,Sp,1,1.1867
Derived,Modified,1,1,1,A,Sp,9,1.1922
Ancestral,Modified,5,9,2,A,Lm,6,1.1926
Ancestral,Modified,5,1,1,B,Lm,10,1.2211
Ancestral,Modified,5,6,2,B,Lm,4,1.2431
Derived,Modified,1,1,1,B,Sp,6,1.2539
Derived,Modified,3,3,1,B,Sp,7,1.2638
Derived,Original,3,5,2,A,Lm,7,1.2657
Derived,Modified,3,3,2,A,Sp,1,1.2833
Derived,Original,3,5,1,B,Lm,7,1.2943
Derived,Original,7,5,1,B,Lm,1,1.2984
Ancestral,Modified,5,7,2,B,Lm,7,1.3246
Ancestral,Modified,5,6,2,B,Lm,9,1.3378
Derived,Original,3,5,2,B,Lm,10,1.341
Derived,Original,6,5,1,B,Lm,8,1.3511
Derived,Original,3,5,1,B,Lm,8,1.356
Derived,Modified,3,3,1,A,Sp,2,1.3654
Derived,Modified,1,1,1,A,Sp,8,1.368
Ancestral,Modified,5,4,1,B,Lm,10,1.3703
Ancestral,Modified,5,4,1,B,Sp,4,1.3915
Derived,Modified,4,4,1,B,Lm,10,1.3955
Derived,Original,3,5,2,A,Lm,6,1.3976
Derived,Modified,3,3,1,A,Sp,5,1.4077
Ancestral,Modified,5,6,1,A,Sp,1,1.4163
Ancestral,Modified,5,8,2,B,Lm,4,1.4177
Derived,Original,3,5,2,A,Lm,3,1.4206
Derived,Modified,1,1,1,A,Sp,4,1.4268
Ancestral,Modified,5,7,2,B,Lm,10,1.4295
Derived,Original,3,5,1,B,Lm,5,1.4389
Derived,Original,3,5,1,B,Lm,1,1.4527
Derived,Original,7,5,1,B,Lm,10,1.4684
Derived,Modified,1,1,1,B,Sp,5,1.4733
Ancestral,Modified,5,4,1,B,Sp,6,1.4847
Ancestral,Modified,5,3,1,A,Sp,3,1.489
Ancestral,Modified,5,2,1,B,Sp,7,1.4896
Derived,Original,7,5,1,A,Lm,2,1.4906
Derived,Modified,3,3,2,A,Sp,5,1.4987
Ancestral,Modified,5,7,2,A,Lm,8,1.5036
Derived,Modified,6,6,1,A,Sp,5,1.5287
Derived,Modified,4,4,1,A,Lm,10,1.531
Ancestral,Modified,5,4,1,A,Sp,6,1.5426
Derived,Modified,3,3,2,A,Sp,2,1.5454
Ancestral,Modified,5,3,1,A,Sp,8,1.5465
Derived,Modified,3,3,2,B,Lm,3,1.5537
Derived,Modified,7,7,1,A,Lm,5,1.5605
Derived,Modified,7,7,1,A,Lm,6,1.5609
Ancestral,Modified,5,7,1,A,Lm,10,1.5865
Ancestral,Modified,5,7,1,A,Lm,9,1.6058
Ancestral,Modified,5,1,2,A,Lm,4,1.6124
Ancestral,Modified,5,3,1,A,Sp,10,1.6135
Derived,Original,1,5,2,B,Lm,10,1.6159
Derived,Original,3,5,1,B,Lm,3,1.6256
Derived,Original,1,5,2,B,Lm,9,1.6295
Derived,Original,2,5,1,B,Sp,5,1.6308
Derived,Original,7,5,1,B,Lm,5,1.6518
Ancestral,Modified,5,7,1,A,Lm,3,1.6525
Derived,Original,7,5,1,A,Lm,9,1.6639
Ancestral,Modified,5,6,1,B,Lm,6,1.6693
Derived,Modified,4,4,1,B,Lm,9,1.6786
Derived,Modified,3,3,1,A,Sp,1,1.6873
Derived,Modified,3,3,2,A,Sp,4,1.6899
Derived,Original,7,5,1,B,Lm,7,1.6915
Ancestral,Modified,5,1,2,A,Lm,9,1.6998
Derived,Original,8,5,1,A,Lm,6,1.7037
Ancestral,Modified,5,9,2,A,Lm,9,1.7096
Derived,Modified,6,6,1,A,Lm,1,1.7203
Derived,Original,3,5,2,B,Lm,6,1.7228
Derived,Original,4,5,2,A,Lm,10,1.7302
Ancestral,Modified,5,1,2,B,Lm,6,1.7312
Ancestral,Modified,5,9,2,A,Lm,10,1.7367
Derived,Original,3,5,2,A,Lm,2,1.7417
Ancestral,Modified,5,2,2,A,Lm,7,1.7445
Derived,Original,3,5,1,B,Lm,2,1.7478
Ancestral,Original,5,5,2,B,Lm,2,1.7484
Ancestral,Original,5,5,2,B,Lm,2,1.7484
Ancestral,Original,5,5,2,B,Lm,2,1.7484
Ancestral,Original,5,5,2,B,Lm,2,1.7484
Ancestral,Original,5,5,2,B,Lm,2,1.7484
Ancestral,Original,5,5,2,B,Lm,2,1.7484
Ancestral,Original,5,5,2,B,Lm,2,1.7484
Ancestral,Original,5,5,2,B,Lm,2,1.7484
Derived,Original,3,5,2,A,Lm,9,1.7513
Derived,Modified,3,3,2,A,Lm,7,1.7731
Derived,Original,3,5,1,A,Lm,8,1.7732
Derived,Original,3,5,2,B,Lm,5,1.7792
Ancestral,Modified,5,6,1,A,Lm,9,1.7861
Derived,Modified,3,3,2,B,Lm,1,1.7895
Derived,Original,7,5,1,B,Lm,9,1.791
Ancestral,Modified,5,7,1,B,Lm,7,1.8042
Derived,Modified,3,3,2,B,Lm,6,1.8065
Derived,Modified,3,3,2,B,Lm,4,1.8192
Derived,Original,1,5,2,B,Lm,8,1.8196
Ancestral,Modified,5,8,2,A,Lm,7,1.8206
Derived,Modified,2,2,2,B,Lm,10,1.8212
Ancestral,Modified,5,4,1,B,Sp,5,1.8229
Derived,Modified,7,7,1,A,Lm,2,1.8307
Derived,Modified,6,6,2,A,Sp,9,1.8312
Derived,Original,4,5,1,A,Lm,9,1.8316
Ancestral,Original,5,5,2,B,Lm,8,1.834
Ancestral,Original,5,5,2,B,Lm,8,1.834
Ancestral,Original,5,5,2,B,Lm,8,1.834
Ancestral,Original,5,5,2,B,Lm,8,1.834
Ancestral,Original,5,5,2,B,Lm,8,1.834
Ancestral,Original,5,5,2,B,Lm,8,1.834
Ancestral,Original,5,5,2,B,Lm,8,1.834
Ancestral,Original,5,5,2,B,Lm,8,1.834
Derived,Original,2,5,2,A,Lm,7,1.8362
Ancestral,Modified,5,2,1,B,Sp,5,1.8372
Derived,Original,6,5,1,B,Lm,10,1.8394
Derived,Original,6,5,2,A,Lm,7,1.8468
Derived,Modified,1,1,1,A,Sp,3,1.851
Derived,Original,9,5,2,A,Lm,10,1.8513
Derived,Original,3,5,1,A,Lm,5,1.8522
Ancestral,Modified,5,3,1,A,Sp,9,1.856
Ancestral,Modified,5,4,2,B,Lm,3,1.8659
Derived,Original,3,5,1,B,Lm,6,1.8764
Derived,Original,3,5,1,B,Lm,9,1.882
Derived,Original,1,5,2,B,Lm,3,1.8846
Ancestral,Modified,5,7,2,B,Lm,5,1.8991
Ancestral,Modified,5,6,2,A,Lm,9,1.9011
Ancestral,Modified,5,4,2,A,Lm,8,1.903
Derived,Original,1,5,1,A,Lm,10,1.9066
Ancestral,Modified,5,1,1,B,Lm,9,1.9081
Ancestral,Modified,5,3,1,B,Lm,1,1.9248
Derived,Original,3,5,1,A,Lm,2,1.9276
Ancestral,Modified,5,1,1,B,Lm,4,1.9309
Ancestral,Modified,5,3,2,A,Lm,5,1.9324
Ancestral,Modified,5,2,1,A,Lm,7,1.9412
Derived,Original,3,5,1,A,Lm,7,1.9413
